"GDLcode","X1","X2","X3","X4","X5"
"BRAr127",294394.928591705,430402.370033075,460066.550256913,536938.061823696,1245007.42829461
"BRAr118",715190.600232094,866162.97916211,798172.024626026,755405.370222023,665334.961757747
"BRAr126",982555.372212,1408105.87225119,1557411.72592525,1457056.28621407,1361255.96339749
"BRAr108",3004615.2363316,1629463.56217041,1145624.8264,801140.557947867,483402.761150133
"BRAr125",468260.798611421,697401.138202208,738593.918168661,764726.105335791,688282.279681919
"BRAr124",335013.623667989,586358.34400454,627371.442133644,650540.126627911,486655.728565917
"BRAr117",3429757.4190729,4251691.42261346,4715110.85431021,4481147.02048436,4008036.87351907
"BRAr105",2832194.5183097,2035333.84874383,1452873.43752916,1079784.04742354,991847.030993766
"BRAr112",1455837.71962879,941412.633190895,650250.853428173,489723.928689315,437369.674062824
"BRAr121",1265609.60747432,1849561.76778982,2422196.5973996,2734058.04878638,2775731.78854989
