,GDLCODE,Nr_households,Nr_individuals,ECONSIT_1,ECONSIT_2,ECONSIT_3,ECONSIT_4,ECONSIT_5,ECONSIT_AVG,EDU_1,EDU_2,EDU_3,EDU_4,EDU_5,EDUF_1,EDUF_2,EDUF_3,EDUF_4,EDUF_5,EDUM_1,EDUM_2,EDUM_3,EDUM_4,EDUM_5,AGE_1,AGE_2,AGE_3,AGE_4,AGE_5,AGE_6,AGE_7,GENDER_0,GENDER_1,HHTYPE_1,HHTYPE_2,HHTYPE_3,HHTYPE_4,HHTYPE_5,HHTYPE_6,HHTYPE_7,HHTYPE_8,HHSIZE_1,HHSIZE_2,HHSIZE_3,HHSIZE_4,HHSIZE_5,HHSIZE_6,RURALHH_0,RURALHH_1,RURALINDI_0,RURALINDI_1
45070,SSDr105,183754,997278,44869,43850,40912,29289,24834,2.7026949073217454,854551,79910,35539,24027,3251,450817,34434,13782,7739,816,403734,45476,21757,16288,2435,473004,189758,128491,85069,53204,34551,33201,507588,489690,13796,9472,65025,17592,6697,39904,17588,13680,13796,18281,51278,44856,44031,11512,54626,129128,287484,709794
45071,SSDr106,78025,405026,10588,11342,13136,19710,23249,3.431784684396027,322528,49380,18203,13112,1803,170904,22744,7535,4644,512,151624,26636,10668,8468,1291,187481,78312,52922,35236,22319,14557,14199,206339,198687,6409,3843,26696,7960,2869,16809,7728,5711,6409,7851,22258,19329,17897,4281,68600,9425,353482,51544
45072,SSDr107,159047,848458,33103,32924,33041,30108,29871,2.9416524675096043,723354,71304,30251,20788,2761,380344,31922,12205,7168,773,343010,39382,18046,13620,1988,401839,161282,109142,71860,45384,29890,29061,432412,416046,12625,8273,54990,15926,5765,34028,15667,11773,12625,16209,44166,38866,37544,9637,87142,71905,447214,401244
45073,SSDr108,162699,833201,32193,32326,32254,32144,33782,3.018414372552997,641476,118883,40646,27966,4230,344012,54093,16749,9740,1151,297464,64790,23897,18226,3079,382369,160272,109858,73255,47584,30666,29197,425745,407456,12942,8088,56027,16902,5890,34192,16345,12313,12942,17453,48653,41001,35008,7642,98130,64569,497506,335695
45074,SSDr109,282755,1403635,49803,50043,52394,61581,68934,3.1761242064684976,967063,262345,99714,62702,11811,528864,123230,42261,22593,3249,438199,139115,57453,40109,8562,614909,272755,191368,128455,87340,56536,52272,720197,683438,23618,14168,97125,30043,9540,58044,28857,21360,23618,31471,88465,73932,54938,10331,200726,82029,991572,412063
45075,SSDr110,218957,1158845,36802,37904,41905,50930,51416,3.1929785300310107,980349,102610,42263,29890,3733,515354,46592,17426,10302,999,464995,56018,24837,19588,2734,548114,218652,147992,98954,62810,41699,40624,590673,568172,17965,11225,76252,22818,7701,46022,21405,15569,17965,22199,61021,53715,51425,12632,165922,53035,857175,301670
45246,STPr101,30572,130428,5425,5339,6053,6747,7008,3.149614025906058,65170,28897,15871,16043,4447,37250,14204,7072,6088,1291,27920,14693,8799,9955,3156,45617,26079,20333,14953,10876,6990,5580,65905,64523,2967,2024,11730,2882,880,5126,3131,1832,2967,3698,11399,7704,4187,617,29757,815,126766,3662
45247,STPr102,5488,24464,1346,1349,1075,904,814,2.725036443148688,14624,5167,2649,1615,409,8424,2408,1076,579,113,6200,2759,1573,1036,296,9488,4858,3654,2515,1800,1177,972,12600,11864,494,277,2016,507,182,1028,602,382,494,604,1969,1422,868,131,2875,2613,12613,11851
45248,STPr103,8144,37196,1914,1823,1636,1467,1304,2.8064833005893908,22465,7827,3951,2309,644,12773,3650,1606,791,190,9692,4177,2345,1518,454,15265,7127,5269,3788,2594,1694,1459,19010,18186,713,449,2866,764,285,1574,930,563,713,945,2767,2119,1400,200,5599,2545,25237,11959
45249,STPr104,1669,7313,497,539,354,176,103,2.310365488316357,4020,1625,846,616,206,2322,803,320,249,74,1698,822,526,367,132,2745,1475,1107,800,571,331,284,3768,3545,151,105,646,163,51,282,164,107,151,201,631,401,251,34,0,1669,0,7313
45337,SURr101,67827,229219,9035,11744,14598,16056,16394,3.2805667359606057,74636,34805,37647,58237,23894,41951,17748,19945,30882,13367,32685,17057,17702,27355,10527,63261,42774,32983,25531,25315,20102,19253,123893,105326,9918,9061,27513,3226,1522,8791,5459,2337,9918,13266,29263,13549,1588,243,65588,2239,222923,6296
45338,SURr102,46470,163345,9710,9493,9077,8861,9329,2.9700021519259736,57533,23753,23658,42962,15439,31054,11848,12415,22898,8691,26479,11905,11243,20064,6748,47287,30657,24059,18353,17557,12812,12620,86906,76439,5799,5328,19373,2555,1031,6494,4221,1669,5799,8654,20243,9944,1589,241,29781,16689,109516,53829
45339,SURr103,16919,59178,4102,3757,3288,2938,2834,2.801702228264082,21439,8966,8501,14977,5295,11421,4434,4421,7864,3025,10018,4532,4080,7113,2270,17002,11130,8989,6881,6310,4391,4475,31165,28013,2187,2004,6854,949,376,2449,1463,637,2187,3172,7303,3578,596,83,8203,8716,30502,28676
45340,SURr104,14212,52836,3582,3234,2720,2447,2229,2.7542217844075427,21331,8729,7420,11535,3821,11235,4266,3842,6102,2187,10096,4463,3578,5433,1634,16901,10614,7922,5563,5251,3539,3046,27632,25204,1650,1460,6130,713,314,2246,1303,396,1650,2279,5893,3511,766,113,6696,7516,26465,26371
45341,SURr105,12849,53853,4731,3292,2187,1641,998,2.2904506187251927,30949,11648,5934,4201,1121,15877,5640,3162,2208,699,15072,6008,2772,1993,422,20496,11236,8319,4435,4417,2745,2205,27586,26267,1191,721,4714,484,403,2836,1426,1074,1191,1649,4343,3421,1858,387,87,12762,369,53484
45492,SVKr101,247995,628951,40803,40201,43979,49124,73888,3.3028004596866873,105360,629,45011,320478,157473,53282,396,27430,166039,83329,52078,233,17581,154439,74144,96306,61440,100611,118433,71759,90615,89787,330476,298475,61446,53170,83780,18006,2487,10332,6734,12040,61446,76097,93575,15236,1641,0,198371,49624,496590,132361
45493,SVKr102,671767,1832954,143846,139092,132489,134361,121979,2.927854449533841,269412,2610,225214,1087815,247903,134285,1714,133088,529808,137870,135127,896,92126,558007,110033,248599,219643,254464,327940,251205,266599,264504,936765,896189,158509,110421,264090,61214,3600,41108,18907,13918,158509,159460,291915,55745,6020,118,338900,332867,901796,931158
45494,SVKr103,477140,1344846,109665,99239,91466,83460,93310,2.898375738776879,217902,1265,171237,740743,213699,109005,821,100746,359894,118403,108897,444,70491,380849,95296,202212,174707,191852,230088,179553,182349,184085,688869,655977,115726,71817,180983,39638,6665,34845,14796,12670,115726,108067,191015,51456,10603,273,246777,230363,671719,673127
45495,SVKr104,525700,1615929,89916,105491,116754,116723,96816,3.0476165113182425,301686,4384,194075,865980,249804,151148,2848,111961,418089,137741,150538,1536,82114,447891,112063,281700,224031,234483,267022,208993,202413,197287,821787,794142,88013,95210,211594,42640,4632,52870,13377,17364,88013,137634,206292,75273,17180,1308,282130,243570,830268,785661
45842,SVNr101,46404,116688,9007,8669,9633,9472,9623,3.0438539781053358,22090,12975,17599,44459,19565,11669,7038,9736,21179,10614,10421,5937,7863,23280,8951,20349,14025,14546,16146,16471,15559,19592,60236,56452,13257,10318,13767,3657,478,1385,1318,2224,13257,13787,15410,3442,508,0,6789,39615,17583,99105
45843,SVNr102,134150,323448,28846,25815,25780,26781,26928,2.978606038017145,63135,39225,51889,111014,58185,33984,21364,27426,52729,30402,29151,17861,24463,58285,27783,56085,37150,39910,43870,45871,43273,57289,165905,157543,42141,32264,36655,9826,1322,3241,2838,5863,42141,40338,41392,9022,1257,0,67506,66644,161333,162115
45844,SVNr103,28904,71311,6217,5282,5773,5766,5866,2.9924577913091612,13887,8629,11379,25470,11946,7452,4591,6101,12085,6312,6435,4038,5278,13385,5634,12464,8326,8766,9778,10093,9452,12432,36541,34770,8887,6775,8164,2185,332,544,714,1303,8887,8580,9134,2035,268,0,9828,19076,24606,46705
45845,SVNr104,105465,254101,22639,20171,20456,21240,20959,2.9782771535580523,49270,30254,41229,87717,45631,26443,16552,21987,41578,23997,22827,13702,19242,46139,21634,44042,29385,31260,34140,36056,34091,45127,130557,123544,33102,25575,28899,7681,998,2345,2225,4640,33102,32017,32234,7110,1002,0,45808,59657,109778,144323
45846,SVNr105,21907,57722,4568,3587,4138,4829,4785,3.076505226639887,10913,6565,8938,21753,9553,5742,3555,4804,10512,5139,5171,3010,4134,11241,4414,10330,7187,7613,7865,8086,7423,9218,29752,27970,5930,4624,6820,1939,259,454,780,1101,5930,6593,7321,1773,290,0,13488,8419,35841,21881
45847,SVNr106,30636,75648,6414,5777,6143,6171,6131,2.994385690037864,14708,9205,12105,26797,12833,7901,4885,6630,12669,6795,6807,4320,5475,14128,6038,13408,8538,9522,10443,10740,9948,13049,38880,36768,9364,7148,8694,2310,314,638,754,1414,9364,9050,9798,2130,294,0,8079,22557,20384,55264
45848,SVNr107,58921,142419,12500,11193,11848,11704,11676,2.9807029751701433,27891,16616,23171,48957,25784,14918,8937,12639,23069,13671,12973,7679,10532,25888,12113,25100,16566,17367,19225,20191,18946,25024,73234,69185,18478,14176,16269,4357,558,1301,1219,2563,18478,17717,18212,3968,546,0,15592,43329,38078,104341
45849,SVNr108,222192,534706,44987,43665,44745,45195,43600,2.9944012385684453,102929,64206,82860,191079,93632,54692,35420,44734,90124,49503,48237,28786,38126,100955,44129,92417,60501,65768,73354,75721,71874,95071,274473,260233,68876,52921,60893,15842,2364,6480,4789,10027,68876,65841,70427,15008,2040,0,37556,184636,89682,445024
45850,SVNr109,87763,203895,17578,15749,16775,17681,19980,3.0767521620728555,35024,15260,26916,73001,53694,18207,8333,14299,35078,27620,16817,6927,12617,37923,26074,35542,24837,26254,26792,29066,26473,34931,103537,100358,28931,22110,22761,6725,752,1177,1434,3873,28931,29097,23606,5387,742,0,63375,24388,145400,58495
45851,SVNr110,21741,52562,4593,3885,4211,4465,4587,3.026125753185226,10357,5500,8207,17735,10763,5521,2887,4427,8540,5705,4836,2613,3780,9195,5058,9300,6154,6421,6967,7530,6976,9214,27080,25482,6740,5360,5949,1806,219,234,426,1007,6740,7145,6201,1454,201,0,13283,8458,31994,20568
45852,SVNr111,49438,118182,10207,9472,9838,9977,9944,2.9995752255350134,23129,12347,18070,42057,22579,12239,6608,9895,19883,11926,10890,5739,8175,22174,10653,20436,13507,14575,15927,16864,15690,21183,60551,57631,15403,12015,13738,3791,436,938,926,2191,15403,15585,14963,3105,382,0,12617,36821,30420,87762
45853,SVNr112,47566,112855,10178,8644,9008,9617,10119,3.017975024176933,21339,11422,17210,38497,24387,11313,6200,9202,18412,12735,10026,5222,8008,20085,11652,19377,13310,13788,14897,16150,15043,20290,57862,54993,15116,11768,12710,3743,478,649,874,2228,15116,15695,13444,2910,401,0,30166,17400,71169,41686
46132,SWEr101,1099195,2215032,179091,207512,209790,214520,288282,3.2050500593616236,438297,97577,282648,728490,668020,218442,55135,137357,328989,351397,219855,42442,145291,399501,316623,407621,272896,334292,307150,303807,225670,363596,1091320,1123712,486505,252459,253491,96123,0,1727,3494,5396,486505,320372,254005,36814,1499,0,1018668,80527,2040753,174279
46133,SWEr102,843858,1629914,197684,157432,174173,161989,152580,2.898500695614665,304154,117873,240304,596155,371428,153427,66815,122125,281846,202516,150727,51058,118179,314309,168912,281396,211729,208942,192848,216255,209213,309531,826729,803185,383211,226816,163904,64923,0,592,1105,3307,383211,266586,172513,20957,591,0,553534,290324,1049749,580165
46134,SWEr103,412355,829694,88405,90852,84479,76282,72337,2.886733518448909,154806,82712,128401,292196,171579,77108,43517,63486,132286,91305,77698,39195,64915,159910,80274,140796,92558,105097,94424,105635,111443,179741,407702,421992,177473,124426,90017,16260,442,319,710,2708,177473,135042,82495,13711,3634,0,212414,199941,417006,412688
46135,SWEr104,682351,1450895,134238,123693,140989,147322,136109,3.0401127865277546,310784,99400,205912,496953,337846,156687,55573,104385,233738,183953,154097,43827,101527,263215,153893,290517,164374,165416,202578,209112,156346,262552,734336,716559,262409,185405,161283,65307,1799,2738,0,3410,262409,225395,161031,30300,3216,0,473568,208783,991719,459176
46136,SWEr105,966452,1953159,207543,188508,181483,197515,191403,2.975919135145874,365828,166973,280182,699573,440603,183337,92608,140578,327139,237916,182491,74365,139604,372434,202687,337311,259895,245622,245809,252179,218765,393578,981578,971581,413276,284993,205116,49005,1558,2696,1759,8049,413276,320721,186623,41540,4292,0,648152,318300,1286449,666710
46137,SWEr106,423073,836048,94356,86249,86215,87102,69151,2.882864186558821,146976,78074,136454,306256,168288,74366,43244,72026,145418,93714,72610,34830,64428,160838,74574,137887,91954,82410,77702,114100,120895,211100,428768,407280,176854,128945,83016,30084,0,0,583,3591,176854,152352,77791,15533,543,0,215323,207750,419114,416934
46138,SWEr107,190427,371042,36564,47968,47424,34765,23706,2.795622469502749,64210,24002,58304,165443,59083,32304,12446,30188,76975,32407,31906,11556,28116,88468,26676,61745,53622,42331,44923,51388,49131,67902,184320,186722,77107,60992,35788,12224,1491,0,0,2825,77107,73729,34378,5122,91,0,92199,98228,174996,196046
46139,SWEr108,253883,512764,38217,70898,51213,53978,39577,2.9440687245699793,101256,34973,70351,194292,111892,50555,18160,35337,88252,61046,50701,16813,35014,106040,50846,93575,67289,54516,69270,59651,63442,105021,253350,259414,104510,78894,49012,16931,0,0,906,3630,104510,91813,44087,12522,951,0,138668,115215,271962,240802
46302,SWZr101,62675,276089,11299,11396,11606,13159,15215,3.153091344236139,145242,61756,32327,28641,8123,76642,31760,16043,12826,3399,68600,29996,16284,15815,4724,102102,54385,42271,30745,21673,13867,11046,140670,135419,6261,4161,24203,5712,1710,10958,5760,3910,6261,7451,21384,16616,9610,1353,24381,38294,102783,173306
46303,SWZr102,91461,409669,16615,16177,16674,19872,22123,3.160844512961809,239738,88991,44149,29071,7720,125748,45578,21867,13397,3269,113990,43413,22282,15674,4451,161828,79956,60107,42829,29854,19244,15851,209859,199810,8887,5405,33245,8516,2803,17380,8923,6302,8887,10595,30761,23871,15335,2012,39073,52388,164127,245542
46304,SWZr103,42142,197520,9891,10053,9728,7414,5056,2.7079160932086754,123370,42066,18213,11220,2651,65213,21308,8783,5037,1167,58157,20758,9430,6183,1484,83609,37973,27743,19306,13158,8341,7390,101508,96012,3831,2124,14664,3989,1478,8633,4370,3053,3831,4466,13401,11057,8147,1240,5222,36920,22846,174674
46305,SWZr104,48454,220831,11141,11179,10862,8706,6566,2.7601230032608246,132938,47350,22943,13993,3607,70355,23986,11281,6260,1532,62583,23364,11662,7733,2075,90281,42818,31701,22466,15489,9742,8334,113414,107417,4628,2754,17120,4565,1549,9538,4903,3397,4628,5397,15876,12862,8483,1208,7415,41039,32045,188786
46792,TCDr101,220858,1136911,33740,31123,39499,48340,68156,3.3896123300944496,716192,234551,106211,63802,16155,400584,112584,42425,22010,5296,315608,121967,63786,41792,10859,476581,224946,157171,108381,77104,49628,43100,582899,554012,19363,11795,72359,21535,8774,46252,23549,17231,19363,25056,75408,54225,39223,7583,217339,3519,1118329,18582
46793,TCDr102,285673,1628411,62442,62854,59944,53959,46474,2.8570708467373533,1380248,142067,60149,40419,5528,729779,61863,21907,13474,1938,650469,80204,38242,26945,3590,780585,308282,205557,136699,87135,56541,53612,828961,799450,23063,13555,89283,26718,12566,64253,32366,23869,23063,28088,83876,65945,67000,17701,89580,196093,494982,1133429
46794,TCDr103,317070,1798779,61831,62728,62946,65105,64460,3.024079856183177,1523979,157399,66670,44420,6311,806293,68641,24509,14648,2191,717686,88758,42161,29772,4120,858334,341471,228425,152177,96348,62478,59546,916282,882497,25836,15356,99276,29853,14200,71585,34400,26564,25836,31624,93140,72652,74021,19797,182817,134253,993465,805314
46795,TCDr104,247997,1412624,49596,49665,49624,50402,48710,2.995826562418094,1199190,122069,51838,34696,4831,633551,53408,19180,11446,1630,565639,68661,32658,23250,3201,678873,266416,179128,118829,74901,48380,46097,719215,693409,19523,11900,78165,23233,11170,56356,26986,20664,19523,24424,72389,57201,58478,15982,137045,110952,750388,662236
46796,TCDr105,269079,1527175,54149,54694,54252,54017,51967,2.9812657249357994,1295111,133151,56253,37575,5085,684803,57979,20912,12495,1712,610308,75172,35341,25080,3373,731951,288004,194013,128979,81044,52703,50481,777901,749274,21514,12567,84501,25414,11936,61053,29521,22573,21514,26194,78701,62491,63181,16998,141322,127757,770695,756480
46797,TCDr106,304049,1744316,60294,61634,61468,61473,59180,2.992142713838888,1420009,192569,72056,51763,7919,757236,84856,27005,17327,2676,662773,107713,45051,34436,5243,834475,329490,221400,148200,93334,60155,57262,889100,855216,24380,13910,95231,28739,13428,69142,33645,25574,24380,29592,89075,70434,71728,18840,152776,151273,845406,898910
46798,TCDr107,537879,3064573,105226,108109,108484,108439,107621,3.0095188694855164,2543754,305710,120751,82128,12230,1350308,134016,44897,27271,4239,1193446,171694,75854,54857,7991,1451443,585396,390030,259694,166169,109499,102342,1560731,1503842,45948,27793,166113,51129,24050,119154,58986,44706,45948,55663,159487,123091,121811,31879,278268,259611,1522207,1542366
46799,TCDr108,315811,1797405,61169,62401,63391,64563,64287,3.0265918539886196,1491113,177846,71131,50410,6905,792188,77805,26683,16640,2355,698925,100041,44448,33770,4550,858923,339258,229005,152085,96477,62576,59081,915671,881734,25894,14669,98853,29943,13980,71468,34720,26284,25894,31007,92797,73035,73728,19350,177402,138409,973298,824107
47012,TGOr101,253997,1257994,41844,39709,48899,55179,68366,3.2697433434253163,745998,265006,134172,87935,24883,421543,129538,54015,30327,8291,324455,135468,80157,57608,16592,497374,250921,180427,128983,92910,59113,48266,643714,614280,23787,15126,87362,24320,8947,49570,26301,18584,23787,30475,92350,61714,39290,6381,253905,92,1257595,399
47013,TGOr102,341642,1819214,62865,63081,68137,71403,76156,3.102165424625778,1221362,355122,138322,86021,18387,677373,165732,54102,29267,6110,543989,189390,84220,56754,12277,797314,354528,244871,166196,115469,74282,66554,932584,886630,30451,17244,106275,34299,14644,73650,36807,28272,30451,39166,114442,81299,63766,12518,271802,69840,1430503,388711
47014,TGOr103,310444,1725974,65628,67161,62855,60559,54241,2.9053742381878855,1309579,259822,88425,58535,9613,707690,115658,32968,19574,3312,601889,144164,55457,38961,6301,801948,331576,224827,150073,97072,61994,58484,879202,846772,25419,15163,95733,30740,13402,69755,34156,26076,25419,34402,97768,72344,65351,15160,175816,134628,966260,759714
